id,No_voie,Code_type_de_voie,Type_de_voie,Code_voie,Voie,Code_postal,Surface_premier_lot,Surface_reelle_bati,Nombre_lots,Nombre_pieces_principales,Surface_terrain,Code_type_local,code_commune
323,5112,18,RES,A008,LES MARGUERITES,4400.0,"26,76",30,1,1,,2,323
324,4,12,PL,1001,DE LA MAIRIE,4000.0,"53,1",51,1,2,,2,324
325,5230,8,,B073,LE SUPERSAUZE,4400.0,"35,2",23,2,2,,2,325
326,7153,8,,B081,LES HAUTES PLAINES,4800.0,"18,84",18,1,1,,2,326
327,6,8,,75,ANCIENNE RTE D FORCALQUIER,4130.0,"80,26",80,1,3,,2,327
328,7096,8,,B007,BEAUDINE,4300.0,"76,81",74,3,4,,2,328
329,3,12,PL,1360,DE LA REPUBLIQUE,4200.0,"79,54",80,2,3,,2,329
330,53,0,RUE,420,DELEUZE,4200.0,"72,07",85,1,2,,2,330
331,7023,8,,B023,GRANDE MONTAGNE,4140.0,"29,66",29,1,2,,2,331
332,7052,8,,B009,LES AUCHES,4260.0,"29,03",37,1,2,,2,332
333,181,2,ALL,82,DES AVETTES,4100.0,"82,37",79,1,5,,1,333
334,5,1,AV,700,MARCEL ANDRE,4300.0,"33,8",41,1,2,,2,334
335,7218,8,,B063,LACHAUD ET CHAUVET,4260.0,"19,72",19,1,1,,2,335
336,320,1,AV,103,DU DCT BERNARD FOUSSIER,4100.0,15,98,2,4,,2,336
337,6,0,RUE,60,ANDRE HONNORAT,4400.0,"58,96",60,1,3,,2,337
338,155,0,RUE,330,DOC CASIMIR CAIRE,4300.0,"42,73",42,2,2,,2,338
339,5637,1,AV,265,DES THERMES,4800.0,"25,32",27,1,1,,2,339
340,7054,8,,B029,LA CHAPELLE,4260.0,"14,41",20,1,1,,2,340
341,3,0,RUE,230,TANNERIE,4500.0,"38,97",60,1,2,,2,341
342,118,0,RUE,1220,POTERIE,4200.0,"44,44",35,2,3,,2,342
343,1,20,REM,265,DES CORDELIERS,4300.0,"27,26",29,1,1,,1,343
344,9002,8,,A023,LES LAVANDES,4100.0,"83,88",84,2,5,,2,344
345,,18,RES,A029,LES MARMOTTES BLEUES,4400.0,"25,55",29,1,2,,2,345
346,5038,8,,B117,LE VILLAGE,4200.0,"40,4",38,1,1,,2,346
347,9,0,RUE,570,FONT CHAUDE,4200.0,"136,86",44,1,2,,2,347
348,7089,8,,B083,SAINT PIERRE,4140.0,"90,75",87,1,4,,2,348
349,5154,0,RUE,2,DE LA FERRAILLE,4300.0,"59,36",66,1,2,,1,349
350,7215,8,,B110,LA SESTRIERE,4260.0,"26,99",27,1,1,,2,350
351,3,19,TRA,520,DES EAUX CHAUDES,4000.0,"67,22",68,1,3,,2,351
352,1,0,RUE,335,JULES BOURDIN,4700.0,"39,16",30,1,2,,2,352
353,5637,1,AV,265,DES THERMES,4800.0,"25,07",27,1,1,,2,353
354,14,2,ALL,855,DE PROVENCE,4100.0,"63,73",68,1,3,,2,354
355,5028,5,CHE,250,DE STE ANNETTE,4800.0,"102,87",100,1,4,,2,355
356,36,1,AV,810,HENRI JAUBERT,4000.0,"82,11",81,2,4,,2,356
357,117,1,AV,265,DES THERMES,4800.0,"23,35",24,2,1,,2,357
358,9001,18,RES,A031,JEANNE D ARC,4100.0,"30,05",31,2,1,,2,358
359,20,0,RUE,720,MARIUS DEBOUT,4300.0,"49,2",51,1,2,,2,359
360,7224,8,,B081,LES HAUTES PLAINES,4800.0,"24,25",24,1,1,,2,360
361,,18,RES,A050,PRA CHAUVET,4400.0,"37,55",36,1,2,,2,361
362,7009,8,,B001,ADRECH DE CHAUVET,4260.0,"108,85",81,1,2,,2,362
363,,18,RES,A045,LES MELEZES,4400.0,"73,99",59,1,3,,2,363
364,7215,8,,B052,STATION DE SAINT JEAN,4140.0,"28,02",28,1,1,,2,364
365,7113,8,,B080,LES SAGNES,4140.0,"22,91",27,1,1,,2,365
366,7024,8,,B081,LES HAUTES PLAINES,4800.0,"27,36",27,1,1,,2,366
367,7023,8,,B081,LES HAUTES PLAINES,4800.0,"27,22",27,1,1,,2,367
368,3,0,RUE,903,DU FRESQUIE,4300.0,"92,94",95,1,4,,1,368
369,,18,RES,A023,LE CEZANNE,4800.0,"30,95",30,1,1,,2,369
370,20,2,ALL,855,DE PROVENCE,4100.0,"62,43",60,1,2,,2,370
371,3,19,TRA,520,DES EAUX CHAUDES,4000.0,"35,71",36,1,1,,2,371
372,7102,3,RTE,10,DU LAC,4160.0,"61,53",61,1,2,,2,372
373,5038,8,,B161,LES VIEUX BAINS,4800.0,"27,18",26,1,1,,2,373
374,29,0,RUE,150,NATIONALE,4120.0,18,18,1,1,,2,374
375,,18,RES,A019,LE CHRISTIANA,4400.0,"24,87",25,1,1,,2,375
376,5177,0,RUE,30,GRANDE,4180.0,"62,85",70,1,3,,2,376
377,9013,15,BD,730,PAUL MARTIN NALIN,4100.0,"56,52",54,1,3,,2,377
378,11,0,RUE,1000,DE L ANCIENNE MAIRIE,4000.0,"52,45",70,1,4,,2,378
379,9001,8,,A003,LA COLETTE,4100.0,67,64,1,4,,2,379
380,7028,8,,B078,MAZAGRAND,4850.0,"28,48",28,1,1,,2,380
381,9001,8,,A003,LA COLETTE,4100.0,"54,33",54,1,3,,2,381
382,8,14,MTE,49,DU CHASTEL,4850.0,"35,65",46,1,2,,2,382
383,5,1,AV,1605,DES THERMES,4000.0,"21,35",23,1,1,,2,383
384,,18,RES,A004,LA BERANGERE,4400.0,"32,84",33,1,1,,2,384
385,5004,1,AV,2,GEORGES DE SALVE,4210.0,"19,28",19,1,1,,2,385
386,30,1,AV,80,DES ARCADES,4200.0,"55,5",61,2,2,,2,386
387,15,5,CHE,35,DES AJONCS,4000.0,"73,48",75,2,4,,2,387
388,40,1,AV,793,JEAN MOULIN,4200.0,"75,06",74,1,3,,2,388
389,4,0,RUE,35,DES ALPES,4100.0,"83,46",82,1,4,,2,389
390,42,5,CHE,685,DES SALETTES,4160.0,"89,06",93,1,4,,1,390
391,7091,8,,B019,CHANTEMERLE,4140.0,"25,08",24,1,2,,2,391
392,7263,18,RES,A028,LA PETITE OURSE 2,4260.0,"26,41",26,1,1,,2,392
393,28,0,RUE,870,DE L HUBAC,4000.0,"54,79",54,1,4,,2,393
394,,18,RES,A022,L EDELWEISS,4400.0,"42,72",45,1,2,,2,394
395,16,1,AV,1340,SAINT PROMASSE,4300.0,"45,2",50,1,2,,2,395
396,9491,5,CHE,470,DU LAC,4160.0,"44,24",45,1,2,,2,396
397,20,0,RUE,255,DE LA REPUBLIQUE,4290.0,"41,7",15,1,1,,2,397
398,7,0,RUE,240,GRENETTE,4400.0,"46,21",50,2,2,,2,398
399,12,0,RUE,682,LOUIS ANDRIEUX,4300.0,"64,99",63,1,3,,2,399
400,156,0,RUE,317,PIERRE MAITRE,4220.0,"97,07",87,1,4,,1,400
401,7024,8,,B081,LES HAUTES PLAINES,4800.0,"27,5",27,1,1,,2,401
402,3,11,RLE,1060,DES PRISONS,4300.0,"54,64",56,1,3,,2,402
403,16,0,RUE,60,DE L ARMISTICE,4100.0,"44,2",52,2,2,,2,403
404,7197,18,RES,A025,LE SCHUSS 3,4260.0,"16,61",17,1,1,,2,404
405,10,1,AV,700,MARCEL ANDRE,4300.0,"46,42",47,2,2,,2,405
406,7089,1,AV,456,REINE DES ALPES,4400.0,"25,44",26,1,2,,2,406
407,7199,8,,B106,LE SEIGNUS BAS,4260.0,"17,31",18,1,1,,2,407
408,7,12,PL,745,GENERAL DE GAULLE,4000.0,"22,9",39,1,1,,2,408
409,7464,8,,B094,STATION DU GRAND PUY,4140.0,"46,93",30,1,2,,2,409
410,8,5,CHE,423,DES PASQUIERS,4400.0,"38,9",40,1,2,,2,410
411,5249,12,PL,14,DU FOUR,4230.0,"152,65",110,1,5,,2,411
412,5031,8,,B058,LE VILLAGE,4120.0,"36,42",40,2,1,,2,412
413,5169,8,,B078,LE VILLAGE,4330.0,"25,95",38,1,1,,2,413
414,30,15,BD,175,CHARLES DE GAULLE,4100.0,"53,81",53,1,2,,2,414
415,,18,RES,A044,LA TOVIERE,4400.0,30,31,1,1,,2,415
416,7076,18,RES,A010,LES MELEZES ROI SOLEIL,4400.0,"24,89",25,1,2,,2,416
417,7076,18,RES,A010,LES MELEZES ROI SOLEIL,4400.0,"45,22",38,1,3,,2,417
418,7076,18,RES,A010,LES MELEZES ROI SOLEIL,4400.0,"22,92",23,1,1,,2,418
419,7112,8,,B009,LES AUCHES,4260.0,"11,43",15,1,1,,2,419
420,3,0,RUE,530,TRAVERSIERE,4400.0,"16,81",18,1,1,,2,420
421,9001,8,,A030,LA LUQUECE,4100.0,"68,19",66,2,4,,2,421
422,70,1,AV,525,JEAN GIONO,4100.0,"59,5",63,2,3,,2,422
423,7199,8,,B106,LE SEIGNUS BAS,4260.0,"28,4",20,1,2,,2,423
424,35,0,RUE,140,DU MITAN,4120.0,"18,26",20,1,1,,2,424
425,5135,0,RUE,73,DE COCODY,4850.0,"28,9",63,1,3,,1,425
426,,18,RES,A039,LA SAPINIERE,4400.0,"25,9",25,1,1,,2,426
427,7037,8,,B116,LES PLAINES,4800.0,30,28,1,1,,2,427
428,,18,RES,A038,LA ROCHAILLE,4400.0,"29,85",29,1,1,,2,428
429,28,8,,B033,LE PONT,4800.0,"21,71",32,1,2,,1,429
430,8,4,CRS,1655,DU TRIBUNAL,4000.0,"69,7",66,1,4,,2,430
431,103,15,BD,710,GASSENDI,4000.0,"60,28",62,1,3,,2,431
432,53,15,BD,280,ELEMIR BOURGES,4100.0,"75,3",75,2,3,,2,432
433,7073,8,,B081,PONT DE LABRAU,4260.0,"26,09",26,1,1,,2,433
434,3,5,CHE,550,DE VILLEVIEILLE,4400.0,"64,96",46,2,2,,2,434
435,7052,8,,B009,LES AUCHES,4260.0,"17,6",17,1,1,,2,435
436,6103,8,,B049,LES CHABRANDS,4210.0,"119,9",121,1,4,506,1,436
437,7245,8,,B168,LE CLOS DE L EDEN,4800.0,"36,24",38,1,2,,2,437
438,5028,5,CHE,250,DE STE ANNETTE,4800.0,"25,35",25,1,1,,2,438
439,22,5,CHE,418,DU GALOUBET,4700.0,"99,22",100,1,4,,2,439
440,7149,0,RUE,70,DES EAUX CHAUDES,4800.0,28,28,1,1,,2,440
441,7321,8,,B106,LE SEIGNUS BAS,4260.0,"27,45",25,1,1,,2,441
442,9005,1,AV,984,DES SAVELS,4100.0,"245,13",248,1,8,865,1,442
443,5525,0,RUE,24,GRANDE,4140.0,"56,04",40,1,2,,2,443
444,13,14,MTE,1420,SAINT CHARLES,4000.0,"50,05",54,1,2,,2,444
445,44,8,,B033,LE PONT,4800.0,"20,5",20,1,1,,1,445
446,36,0,RUE,870,DE L HUBAC,4000.0,"25,4",110,3,4,,1,446
447,16,7,LOT,A014,LES LOUVES,4180.0,"130,2",114,1,5,,2,447
448,5041,8,,B116,LES PLAINES,4800.0,"17,14",17,1,1,,2,448
449,,18,RES,A032,LE MONOIKOS,4400.0,"56,19",58,1,3,,2,449
450,4,7,LOT,X023,LES BALCONS DU SOLEIL,4100.0,"50,04",49,1,2,,1,450
451,,18,RES,A032,LE MONOIKOS,4400.0,"37,71",39,1,1,,2,451
452,5029,0,RUE,22,DE LA GRANDE FONTAINE,4160.0,"119,4",116,1,5,,2,452
453,9018,1,AV,790,JEAN JAURES,4200.0,"67,58",68,1,4,,2,453
454,6374,8,,B069,RAVEL,5300.0,"46,78",46,1,2,,2,454
455,5403,8,,B050,PEYRE CHOUSSOUS,5260.0,"19,15",22,1,1,,2,455
456,5141,8,,B004,BARBA,5230.0,"23,69",22,1,1,,2,456
457,5360,21,ESP,32,DESPIERRE,5560.0,"17,34",17,1,1,,2,457
458,2,22,PROM,11,DE L ARCHEVECHE,5200.0,"56,2",65,1,4,,2,458
459,5132,8,,B130,PIED DE CHANCHORE,5200.0,"59,6",63,1,4,,2,459
460,5258,2,ALL,92,MARTIAL LUCIEN,5560.0,"44,71",43,2,2,,2,460
461,9218,8,,B268,SERRE PAIX,5100.0,"62,38",70,2,3,,2,461
462,5318,8,,B202,MERLETTE,5170.0,"49,61",52,2,3,,2,462
463,5246,2,ALL,3,AICARDI HUBERT,5560.0,"55,76",35,2,1,,2,463
464,5498,10,IMP,64,TETE D'AMONT,5340.0,"80,48",47,1,4,285,1,464
465,5721,1,AV,27,CHARLES DE GAULLE,5120.0,"26,52",26,1,1,,2,465
466,6374,8,,B069,RAVEL,5300.0,"29,33",29,1,1,,2,466
467,38,0,RUE,331,FRANCOIS CHABAS,5100.0,"45,08",38,1,2,,2,467
468,9,1,AV,550,MAURICE PETSCHE,5100.0,"72,72",82,2,6,,2,468
469,25,0,RUE,610,PASTEUR,5100.0,"35,18",35,1,2,,2,469
470,6,0,RUE,1750,DES REMPARTS,5000.0,"25,61",29,1,2,,2,470
471,5255,8,,B322,LA JOUE DU LOUP,5250.0,32,32,1,2,,2,471
472,5001,8,,B019,LA CHAPELLE,5800.0,"69,45",65,2,3,,2,472
473,11,0,RUE,610,PASTEUR,5100.0,"78,84",78,2,4,,2,473
474,5183,8,,B001,L ADROIT D'ABRIES,5460.0,"37,09",40,1,2,,2,474
475,36,1,AV,650,CDT DUMONT,5000.0,"65,39",85,1,3,,2,475
476,5449,18,RES,A030,LES AGNEAUX,5240.0,"47,48",61,1,2,,2,476
477,6,1,AV,114,DES MARTYRS,5400.0,"26,1",25,1,1,,2,477
478,21,6,GR,400,GRANDE RUE,5100.0,"40,92",40,1,1,,2,478
479,9000,0,RUE,240,COTE GELEE,5260.0,26,24,1,1,,2,479
480,7,1,AV,10,ADRIEN DAURELLE,5100.0,67,66,2,4,,2,480
481,5359,8,,B202,MERLETTE,5170.0,"56,5",63,2,3,,2,481
482,5243,8,,B142,LE LACAS,5200.0,"38,5",39,1,2,,2,482
483,9,0,RUE,480,VARANFRAIN,5700.0,"42,7",40,1,2,,2,483
484,5287,8,,B023,LES CHALPS,5600.0,"16,7",17,1,1,,2,484
485,8,1,AV,374,GEN DE GAULLE,5100.0,"0,4",26,3,1,,2,485
486,6459,8,,B022,LES BERNARDS,5230.0,"59,66",69,1,3,,1,486
487,5290,8,,B022,CLOT DES LEOTHAUDS,5290.0,"21,2",21,1,1,,2,487
488,4,4,CRS,2280,VICTOR HUGO,5000.0,"43,36",45,2,2,,2,488
489,17,0,RUE,149,ST JULIEN,5500.0,"56,81",56,1,3,,2,489
490,16,12,PL,23,BARTHELON,5200.0,"43,33",43,1,3,,2,490
491,2,0,RUE,1200,JEAN EYMAR,5000.0,"32,8",32,2,2,,2,491
492,5316,8,,B235,ENTRE LA VIA,5100.0,"15,42",14,1,1,,2,492
493,5732,8,,B134,LES ILES,5240.0,"24,64",24,1,1,,2,493
494,5162,18,RES,A100,LES ISSARTS,5250.0,"28,5",30,1,2,,2,494
495,2,0,RUE,610,PASTEUR,5100.0,"66,45",66,1,2,,2,495
496,44,3,RTE,1071,DE GRAFFINEL,5000.0,"59,9",61,1,3,,2,496
497,5359,8,,B202,MERLETTE,5170.0,"54,99",63,2,3,,2,497
498,5381,8,,B202,MERLETTE,5170.0,"18,04",16,1,1,,2,498
499,5809,8,,B419,LE ROCHAS,5220.0,"28,56",28,1,1,,2,499
500,5141,8,,B014,LE BOIS D AUROUZE,5250.0,"23,66",25,1,1,,2,500
501,44,0,RUE,882,DE LA TOUR,5230.0,"121,56",122,2,5,,2,501
502,5398,8,,B230,SUPER DEVOLUY,5250.0,"30,72",30,1,2,,2,502
503,5316,8,,B202,MERLETTE,5170.0,"32,97",33,1,2,,2,503
504,30,0,RUE,2240,DE VALSERRES,5000.0,"28,61",30,2,1,,2,504
505,5095,8,,B280,LA GRANDE SAGNE,5250.0,"30,74",29,1,2,,2,505
506,33,0,RUE,80,JEAN JAURES,5400.0,"30,59",31,1,1,,2,506
507,5216,8,,B021,FONTAINEBLEAU,5700.0,"33,5",37,1,2,,2,507
508,5398,8,,B230,SUPER DEVOLUY,5250.0,"30,52",30,1,2,,2,508
509,5041,12,PL,41,GEN ALBERT,5600.0,"51,85",50,1,2,,2,509
510,5336,8,,B202,MERLETTE,5170.0,"63,2",69,2,2,,2,510
511,5293,8,,B114,LA TARTARASSE,5290.0,"23,08",24,1,3,,2,511
512,5830,8,,B030,BOIS DE LA BLACHE,5230.0,"86,49",70,1,3,,1,512
513,5000,8,,B322,LA JOUE DU LOUP,5250.0,"36,44",36,1,2,,2,513
514,5277,8,,B112,PRE LALLEGRE,5200.0,"28,96",30,2,2,,2,514
515,5141,8,,B014,LE BOIS D AUROUZE,5250.0,"26,42",25,1,1,,2,515
516,9001,0,RUE,1393,DES MARRONNIERS,5000.0,"49,06",49,2,2,,2,516
517,9007,0,RUE,18,DES EYGUIERES,5230.0,"100,11",100,1,5,,1,517
518,9006,10,IMP,127,PRE LAGRANGE,5500.0,"89,03",82,1,4,,1,518
519,5496,8,,B072,LES EYSSARDS DE PELVOUX,5340.0,"43,44",44,2,2,,2,519
520,5212,8,,B101,SAINT FERREOL,5160.0,"119,95",126,3,4,,2,520
521,5100,8,,B028,LE CHEF LIEU,5100.0,"25,1",62,3,4,,2,521
522,51,7,LOT,A037,LES JARDINS DU MORGON,5160.0,"49,55",57,1,3,,2,522
523,5141,8,,B014,LE BOIS D AUROUZE,5250.0,"26,62",25,1,1,,2,523
524,5220,8,,B322,LA JOUE DU LOUP,5250.0,"28,79",28,1,2,,2,524
525,5324,8,,B056,LES ESCOUNDUS,5560.0,"18,63",18,1,1,,2,525
526,5139,8,,B041,CANARD,5500.0,14,53,1,4,,2,526
527,5141,8,,B014,LE BOIS D AUROUZE,5250.0,"16,99",17,1,1,,2,527
528,9190,2,ALL,18,ALBERT BOURGES,5100.0,"68,23",66,2,3,,2,528
529,5076,8,,B120,LES UBACS,5290.0,"21,48",22,2,2,,2,529
530,5271,8,,B029,CLOT PEOUILLOUX,5290.0,"16,9",17,1,1,,2,530
531,5162,8,,B022,LE CHATEAU,5200.0,"101,99",100,1,4,,2,531
532,5979,0,RUE,140,DE LA LIBERTE,5200.0,"54,25",61,1,3,,2,532
533,5170,8,,B113,PRE LONGIS,5200.0,"26,78",27,1,1,,2,533
534,5165,8,,B107,PRE DES LAGIERS,5200.0,"27,06",27,1,1,,2,534
535,25,0,RUE,610,PASTEUR,5100.0,"34,97",35,1,2,,2,535
536,5240,8,,B023,LES CHALPS,5600.0,"18,45",19,1,1,,2,536
537,5644,8,,B095,PELINCHE,5600.0,"39,3",39,2,3,,2,537
538,6051,8,,B193,SERRE SERRET,5250.0,"35,51",35,1,2,,2,538
539,1,4,CRS,820,EMILE ZOLA,5000.0,"52,24",45,2,2,,2,539
540,5338,23,COR,24,DU CLOT CHENU,5260.0,"14,33",16,1,1,,2,540
541,5337,8,,B107,LES QUEYRETS ET PEYRON,5330.0,"49,21",51,1,2,,2,541
542,63,0,RUE,368,DE LA GUISANE,5240.0,"39,2",40,1,3,,2,542
543,5244,8,,B113,PRE LONGIS,5200.0,"30,34",31,1,1,,2,543
544,5725,8,,B134,LES ILES,5240.0,"28,32",28,1,1,,2,544
545,8,0,RUE,5600,ROSSINI,6000.0,"99,04",98,2,4,,2,545
546,27,0,RUE,3535,LAMARTINE,6000.0,"30,2",95,1,3,,2,546
547,20,0,RUE,3975,MARCEAU,6000.0,"80,25",82,1,3,,2,547
548,98,15,BD,4685,PAPE JEAN 23,6300.0,"72,25",72,2,4,,2,548
549,,0,RUE,3535,LAMARTINE,6000.0,"19,23",19,1,1,,2,549
550,31,0,RUE,3235,HEROLD,6000.0,"56,45",58,1,2,,2,550
551,34,0,RUE,1000,DE LA BUFFA,6000.0,"18,02",18,1,1,,2,551
552,17,0,RUE,2985,GOUNOD,6000.0,"32,83",33,2,2,,2,552
553,10,1,AV,1805,CYRILLE BESSET,6100.0,"48,23",46,1,2,,2,553
554,23,0,RUE,405,ASSALIT,6000.0,"34,04",33,1,1,,2,554
555,43,15,BD,6285,STALINGRAD,6300.0,"36,26",36,1,2,,2,555
556,29,1,AV,6715,VILLERMONT,6000.0,69,36,1,3,,2,556
557,140,24,QUAI,28,DE LA BANQUIERE,6730.0,"45,5",41,1,2,,2,557
558,52,0,RUE,4035,MAL VAUBAN,6300.0,"13,69",15,1,1,,2,558
559,4,1,AV,6575,VALROSE,6100.0,"68,75",68,2,3,,2,559
560,54,1,AV,5435,DE LA REPUBLIQUE,6300.0,"34,31",33,3,2,,2,560
561,34,15,BD,6285,STALINGRAD,6300.0,"68,35",70,1,3,,2,561
562,18,0,RUE,2505,FONCET,6000.0,"114,78",111,3,4,,2,562
563,65,1,AV,2870,GEORGE  5,6000.0,"30,76",22,1,1,,2,563
564,2,0,RUE,6275,SPITALIERI,6000.0,"78,45",80,2,4,,2,564
565,9,0,RUE,4020,DU MARECHAL JOFFRE,6000.0,"64,25",62,1,2,,2,565
566,4,0,RUE,3970,MARALDI,6300.0,"118,14",113,1,5,,2,566
567,4,15,BD,1410,CIMIEZ,6000.0,"133,44",144,2,4,,2,567
568,9013,8,,B025,COL DE VILLEFRANCHE,6300.0,96,130,2,4,,2,568
569,5,0,RUE,1286,CHANOINE ALBIN,6300.0,"28,32",28,1,1,,2,569
570,57,15,BD,4350,DU MONT BORON,6300.0,"93,6",95,1,3,,2,570
571,84,0,RUE,4020,DU MARECHAL JOFFRE,6000.0,"79,48",76,2,2,,2,571
572,40,15,BD,6285,STALINGRAD,6300.0,"19,88",20,1,1,,2,572
573,26,15,BD,465,AUGUSTE RAYNAUD,6100.0,"43,48",42,2,1,,2,573
574,4,0,RUE,610,BARLA,6300.0,"90,1",91,2,3,,2,574
575,3,14,MTE,1920,DESAMBROIS,6000.0,"19,11",20,1,1,,2,575
576,12,0,RUE,1180,CASSINI,6300.0,"24,92",33,1,2,,2,576
577,25,0,RUE,780,BENOIT BUNICO,6300.0,"16,54",16,1,1,,2,577
578,3,0,RUE,4585,DE L OPERA,6300.0,"172,21",158,1,5,,2,578
579,6,0,RUE,780,BENOIT BUNICO,6300.0,"36,11",34,1,1,,2,579
580,33,0,RUE,390,ARSON,6300.0,"46,34",46,1,3,,2,580
581,9,0,RUE,6620,VERDI,6000.0,"17,05",17,1,1,,2,581
582,20,0,RUE,1785,CRONSTADT,6000.0,"131,09",127,2,4,,2,582
583,152,15,BD,1265,DE CESSOLE,6100.0,"53,84",55,1,3,,2,583
584,3,0,RUE,4090,MASCOINAT,6300.0,"31,2",40,1,2,,2,584
585,8,1,AV,485,LEON DELOYE,6340.0,"106,78",83,1,3,,1,585
586,21,0,RUE,6635,VERNIER,6000.0,"86,82",87,2,3,,2,586
587,1,0,RUE,3472,JOSEPH GAZAN,6000.0,"23,13",22,1,1,,2,587
588,31,0,RUE,2950,GIOFFREDO,6000.0,"78,01",75,1,3,,2,588
589,46,0,RUE,455,AUGUSTE GAL,6300.0,"38,29",34,2,2,,2,589
590,29,1,AV,4915,PAULIANI,6000.0,"45,51",45,1,4,,2,590
591,5,15,BD,2828,GENERAL LOUIS DELFINO,6300.0,"33,27",36,1,2,,2,591
592,12,14,MTE,1440,CLAIRE VIRENQUE,6100.0,"81,04",86,2,4,,2,592
593,14,0,RUE,4120,MASSINGY,6000.0,"26,51",36,1,1,,2,593
594,12,0,RUE,2295,EMMANUEL PHILIBERT,6300.0,"73,71",71,1,5,,2,594
595,10,0,RUE,6620,VERDI,6000.0,"22,24",23,1,1,,2,595
596,9,0,RUE,3080,GUBERNATIS,6000.0,"44,01",44,1,2,,2,596
597,10,5,CHE,80,DE L ARBRE,6340.0,"25,75",25,1,2,,2,597
598,48,23,COR,2680,FRERE MARC,6000.0,"66,41",66,1,4,,2,598
599,35,15,BD,3475,JOSEPH GARNIER,6000.0,"68,39",75,1,3,,2,599
600,40,15,BD,6655,VICTOR HUGO,6000.0,154,130,2,5,,2,600
601,31,0,RUE,3615,DE LEPANTE,6000.0,"81,26",81,1,3,,2,601
602,21,0,RUE,1820,DABRAY,6000.0,"54,03",55,2,2,,2,602
603,16,1,AV,200,DU CHATEAU,6340.0,"34,81",36,1,2,,2,603
604,7,0,RUE,70,ANTOINE SCOFFIER,6340.0,"48,02",52,2,2,,2,604
605,99,1,AV,3240,HESPERIDES,6300.0,"27,57",30,1,2,,2,605
606,1,11,RLE,4447,DES MOULINS,6300.0,"44,15",42,1,3,,2,606
607,3,0,RUE,555,BARBERIS,6300.0,"82,1",95,1,3,,2,607
608,20,0,RUE,60,ALBERT VOISIN,6300.0,"34,65",35,1,2,,2,608
609,14,0,RUE,6455,TRACHEL,6000.0,"37,1",34,1,2,,2,609
610,39,0,RUE,2950,GIOFFREDO,6000.0,"53,08",52,1,2,,2,610
611,12,0,RUE,4310,MIRON,6000.0,"13,55",14,1,1,,2,611
612,12,0,RUE,10,ABBAYE,6300.0,"60,77",59,1,4,,2,612
613,39,15,BD,3475,JOSEPH GARNIER,6000.0,"22,2",30,1,1,,2,613
614,6,0,RUE,6065,SAINTE REPARATE,6300.0,"95,59",78,1,3,,2,614
615,45,0,RUE,6235,SMOLETT,6300.0,"26,41",25,1,2,,2,615
616,1,15,BD,5485,DE RIQUIER,6300.0,"60,32",56,1,2,,2,616
617,98,1,AV,6575,VALROSE,6100.0,"42,14",46,1,2,,2,617
618,20,1,AV,6705,VILLEBOIS MAREUIL,6000.0,"88,1",86,2,3,,2,618
619,45,0,RUE,5600,ROSSINI,6000.0,"69,7",61,1,3,,2,619
620,19,15,BD,2610,FRANCK PILATTE,6300.0,"104,48",100,3,4,,2,620
621,116,15,BD,1265,DE CESSOLE,6100.0,"44,49",25,2,1,,2,621
622,14,0,RUE,1180,CASSINI,6300.0,"26,55",26,1,1,,2,622
623,23,5,CHE,365,FUON DAOU MAGISTRE,6340.0,"76,2",76,1,4,,2,623
624,16,1,AV,5383,RAYMOND COMBOUL,6000.0,"26,67",26,1,1,,2,624
625,7,0,RUE,5975,SAINT VINCENT,6300.0,"38,1",46,1,2,,2,625
626,24,1,AV,445,AUGUSTE BERCY,6100.0,"265,26",253,1,5,,2,626
627,14,1,AV,910,BORRIGLIONE,6100.0,"80,6",35,1,3,,2,627
628,5,0,RUE,3115,GUSTAVE DELOYE,6000.0,"22,08",21,1,1,,2,628
629,11,15,BD,2610,FRANCK PILATTE,6300.0,"44,36",43,1,2,,2,629
630,39,0,RUE,885,BONAPARTE,6300.0,"56,1",57,1,4,,2,630
631,53,15,BD,220,DU 8 MAI 1945,6730.0,"55,11",55,1,3,,2,631
632,24,0,RUE,1885,DELILLE,6000.0,"49,73",52,1,2,,2,632
633,27,0,RUE,3535,LAMARTINE,6000.0,"20,77",126,1,5,,2,633
634,7,15,BD,759,DU ROSTIT,6340.0,"64,63",63,1,3,,1,634
635,29,15,BD,350,FRANCOIS SUAREZ,6340.0,"72,8",68,1,3,,2,635
636,18,15,BD,5485,DE RIQUIER,6300.0,"42,24",41,1,2,,2,636
637,43,1,AV,3372,JEAN MEDECIN,6000.0,"44,77",46,1,2,,2,637
638,44,15,BD,2755,GAMBETTA,6000.0,91,90,1,3,,2,638
639,32,0,RUE,6620,VERDI,6000.0,"42,9",43,1,1,,2,639
640,7,0,RUE,6245,DU SOLEIL,6100.0,"51,15",51,2,2,,2,640
641,19,1,AV,290,D ANVERS,6000.0,"78,87",85,2,3,,2,641
642,33,1,AV,6290,STEPHEN LIEGEARD,6100.0,"15,24",19,1,1,,2,642
643,25,1,AV,1915,DESAMBROIS,6000.0,"220,02",209,2,7,,2,643
644,8,5,CHE,1760,DES CRETES,6300.0,"271,58",25,1,1,,2,644
645,10,15,BD,2102,DUBOUCHAGE,6000.0,"22,75",25,1,1,,2,645
646,17,0,RUE,4940,PENCHIENATTI,6000.0,"35,87",36,1,2,,2,646
647,5,0,RUE,850,DES BOERS,6100.0,"131,19",100,1,4,,2,647
